data_source,image_name
0,9372f2b238b9
2,f821a9766a82cce
3,a47131ac676dbd4
2,4e2dd5b0519d3c5
3,0f4f94b1d042d77
2,c02d067eaf35ec4
2,8deff46c918e269
1,4e64d5e23aa5
2,ff7396d7fdcb9f3
0,4186dae83095
0,0423f5bb378b
3,539dd090e732d51
3,34983023e3f6f6f
2,76d84061589f012
0,b906eeb3b8aa
3,3e6d9d81a2b4025
2,dfc112891feaf4d
1,deb5493a3f79
1,57a21d7bd7e0
0,478212646d83
0,398d3bc09ec9
2,028189fd49f637a
2,79950e958eb8273
3,391b53249823276
0,6704531ee940
3,3c3757ed4fda00f
2,5d3c1200c601c4a
0,294f7b81aaab
3,430907c71a56b89
3,9f7d16fb1202704
2,f4bd1b167d6b238
3,b0760a4feb78803
3,5b5772e50111669
0,957460c1974d
2,e846605798b167f
2,07a479aefe96aac
1,861acbec2c95
2,904540127f0db7a
1,a9f562bd144e
3,fdd721421279fae
0,e5b5430d226c
0,5257d394364b
3,870e0833fbf3d2e
0,c3d04e11bfe1
0,eee6e8c7a657
2,372087e48812aa1
2,1759791f0bb7fdd
1,e8891c9ed172
3,6786fce73b1c9bf
0,f5e9f62fde97
2,88d711163c16c17
3,40bb1a0fad8a785
2,1c66aaf06108871
3,b5649c35007870c
1,07ae6e423a4e
1,9d51e11b628a
0,874fc3be6270
0,c8cc60d578cc
2,6ed7493ffb6eb36
2,08e7fd43b82a8ce
2,e1039e6f92e3c66
0,6124cfacf86b
3,f3b795643a499d2
3,c7e05ab1ccd8787
2,04d56b531be17b8
2,dd256a8f0dec3b4
1,54e100bd8a85
2,8d12b09eb370c93
2,76b1df99e51755a
2,6ebd4b903905dc5
3,536a152c726a676
3,5c891c2be45de41
2,72a34b016f3881b
2,cdc7661e540fb8c
0,87cca65ea82e
3,783290f4b0a3059
1,44eda3842bd0
0,09dd401f2fb1
2,80898dd51aeead1
0,152a7b984d51
1,791c35d53571
1,ddd97d6a06f4
3,6ad79a5931a79fe
1,baabd6abada8
0,038b16914e26
2,289bd3943154afd
0,fd1222ce8493
3,cf74d2d35f67310
0,995199d97f21
3,807c7056a18ab8f
1,6e1fbaceec88
3,0b8fb078d36f8e0
2,de4f45a086615c9
1,00146b90b615
1,47f576a223df
0,db993e73cdae
2,cd3422703a53f5f
0,c07e8f1ccd4f
3,8f8ea499a3d1c81
3,9927d52c912b2d7
3,645e129a76d2f45
0,808938d42e22
3,6c456a61b5853e9
0,0062a88580a2
2,214c4f2d3e22f88
0,8b46c990bd5c
0,5599c831eccb
2,06557da7744d786
2,453b4b8bcf4d450
3,26d46c3ffbb2dc0
3,e38c391c8b475a9
2,509db0873db33cf
3,4594ec587c7199d
1,02e968fcc6e2
1,099a4a7ddc40
1,a9f57ecf9904
1,4664d3f7370e
2,1791be298af8565
2,0c26d7af98e9854
2,8d46b0f97666344
3,ce2e5e77a783f47
3,9f0f2f51c2caa8c
2,f2ae8b88c7cdabc
1,f3ba275885a2
1,60f73ebeef16
3,a7af89cab92d7bf
3,1b4a19e4632e8d2
0,3e5cbf6a81f5
0,1bf269d3d1e1
0,3725742d7aa6
3,1aa2e9c0010efe3
3,607dafca30dd328
1,837fad238fe2
2,e76cd85d39b07cf
3,17a81dbe398ff37
2,3e5bfe2c82111e2
2,b8c13dc8ff4a643
3,41fe69e226690f1
0,b77e6d9af7df
2,da8b0df83018a9f
2,c490fecb25b689c
0,5745693456f2
2,8b0ebe8e81becc2
1,3c882bee364e
0,20cb49ef623d
2,19a7c2b754fcbe3
2,7aa84114a50e1de
2,e122ae0acab94ec
2,813cffd2b4ff3f2
1,a2e0005df3cf
1,427214383af0
2,4746ffc6f1291d4
1,2010c4cf4a1f
3,b01e10298c77b6a
0,9ab1efb86e05
2,3bb9a23c87b68b0
2,cc12b0204ec54df
2,12a1c4e47644a82
3,1ba06eb4afdb399
3,b4d8c6ac6dbbdf8
2,6d48ff1cfbe6c51
0,c34e864cbaa2
1,6034a88a9135
1,811dfd59e4da
0,6fd0d9e17525
3,118a6c9b3205b3d
0,bee396163308
0,8eefb083fb2d
2,c3ffe447005d297
2,ad9819436d3464a
3,aefdcf2a71cb973
3,ba8a995be63d8b5
2,f90b0852e8a93c8
2,f1e80e0d4a719b0
1,6d87b993c533
2,5aab895cd1d4321
3,9259aa2ae90a47e
2,5687aade22ce021
0,0189102f106a
0,795bcf39754b
2,272fa189b28309d
0,a8b30683bf4c
2,a96a1a07e84a584
2,a64ae3a52139aa5
0,9afdb8fa380e
0,80f412ad9bf1
1,f81f8d974d44
2,cbd748912b21e6f
2,d84c37fce608327
0,26c0de59f75e
2,4d9840d031cff8f
0,cfa357429e9c
3,b19ac8b2dbc321a
2,835fb1a9bdd2961
3,8b9b866915ef933
2,6e0df3b05356da2
2,5438cf11feb1dea
3,fd35b866e2f4e04
1,75c934d2a2ee
3,f588a854f695443
3,b3ee3579331fc63
0,235756c6a16c
0,7877b42581b9
1,408e3b8dbb66
2,683e606c52ffa49
2,0f9feed5cc10752
1,4a5c81e8bf23
2,d785b9bafabf224
2,c1af33430105631
2,2928ab93dcd4228
0,c85af095954b
0,f52229523a97
2,c18c31cef767d7e
0,48fc66daec1d
0,89858932b52b
2,348da94a62435d4
2,3c612da9b7aad0c
2,e4fa8e45a31a498
1,617b88bc11b2
1,392a3ad3ba7c
3,a43b515da655c19
1,10691556138d
3,af2a0750b2361bd
0,c522d3b96d5c
0,c926722d6ae4
3,ea5e0e8cc3a429b
2,eff004927012b0d
2,692801e7cbf9987
2,489b52e535f7de2
0,f1d4c5fd5e11
3,5b639e7246766a7
0,396c92b9b3db
2,31c0ca0293f0fd2
0,6b3050d07243
3,69d36b796ada49a
2,4e45ba0802d1f34
2,2d21cd1332fc7ff
3,bab07c96c825e38
2,b4a038341e08408
2,284187b72e82696
2,7a34f9a563bff6a
0,4ca6cc6310d0
3,e45cf843d14d533
2,e60322b0ffa45b3
1,21f96f701ce4
2,161f4a0bceca6be
2,caa90248b05d126
3,80683bc75f46d9f
0,e924604f8cf1
3,616ed6538e6d365
1,af5249ddfd78
1,88898febceaf
0,683651c5bc7f
2,8b1e0b4a7de76df
0,30d8af3d7ea5
0,37b18e06876b
3,86ca918f96fecca
3,eb96c2a65f048ee
2,6d102c765250a2d
2,461fd0107c0f585
1,7c125f9bea88
3,8fd57e5bd1328aa
2,045603ac4de34f6
0,188e9b1699df
1,de38c081d50e
0,fb65bc6a1133
2,6089fba8477968c
3,bbf697260d321d0
2,d0f367f00264d54
3,a3627d765e334aa
0,1c42dbc5e9dd
1,6fa8884e7a66
3,f7b6887078a7871
0,8d3f5bbba91c
0,ee6523d69ff7
0,56a92eb101c3
0,96ec0aa88f6d
0,863ececa3125
0,f320250f19be
3,36ed5d792811018
2,4e05148550a59f0
1,d1b852766027
0,2b5e14cfca2b
1,709960d1d99e
0,70b28002855d
1,9a43bf61f104
1,7b35cb0f0f36
2,b4192e95202154c
0,5769520044fe
2,4bac42853150784
3,dd36dbad772a948
0,8a4c720cb89b
0,300ac587c820
0,96016736b78d
0,8384db107ae8
3,e3eb088be932c4f
2,0f8f3bb0dc92ac8
2,a9e8b4d2ba93c83
1,2b9b40651b27
0,9b6b6ce748e4
2,a7d6a089d207724
3,eec4f6480bf5de7
0,17e564a59280
1,2c2d5f7a0f4f
2,4ef4dd5c8739150
3,d47b5ed29db49ab
3,5e53021ae8d6a60
0,721eadde7f71
1,89aae6dc348f
3,9403a97cd49dc11
3,b5b663b3ebba80e
2,64614b8c58a2fe0
3,260f55f7069ffd0
0,fad0775eb2f8
1,d32060d2d7b3
0,f8e9cf4d16fa
1,b90683d065b7
2,bd36dc37ba76998
2,afacde9a726300d
3,fb1bea19c7754e4
2,518fdc417ac10cf
0,b2a92e7ab6ec
0,6c2cf7795695
0,d915a897e009
3,779f123a51223b9
0,ac02fb08513c
2,390d2f4cfac95c0
3,3af783f329fa856
0,e6db6b19ae85
0,3c643cbff14b
3,11494c7ac831ab6
1,32aaddd70200
0,f2019fef505e
0,ac4e4e911d13
0,2fecaa46f38b
2,3028140d4aa4a7f
2,00b331c067fef76
0,a5bebdf6f7ea
3,6b923fc1306161f
0,306ed2b80e16
0,dac39af66aff
1,d41c68697b00
0,5831920ce17c
1,9ec2bd22ce5b
0,681f4c55198b
2,1e38ba15b7d2fe3
2,890f2d9709d3de0
3,5d4a1e97fd352a3
2,d76f0af4f1249a7
3,ced41dcdf04ceec
0,7b8b6672f611
0,a0f75eeefb4b
2,c3be433974ed178
1,8af3d6ef81c1
2,04b2dc4ca1fd913
0,3bea7b2a5d7a
2,ac6d05a06f5078e
0,2ae3d38b0530
0,762398ed44ba
2,be13843b48da50a
2,89c738caecf0ee6
3,a7034cb1357d731
3,fe7e37c720b6efc
0,7a5c8b9a38d8
0,3f47a2f8ede2
3,c7deaaab2390ec1
3,fa945fef37adddc
2,68202c7a27dbb11
1,4ce9f5c96f2f
0,c0e608c0ed54
1,6b035b8e11a6
0,31fa34c00d8d
3,30c75ec83e840d6
3,49caadf8bfb5569
2,19a13b02ad168e2
2,34da068d293cb30
3,1738482cfe99a0c
2,889344fddc004fc
0,b824e1aab3eb
1,e7f6b2c96138
2,290562a206c8afa
3,02b323254868d1c
3,00dc1db87ad101f
0,ed1f997565f5
3,86b04f0b99e4597
0,4558aa984b69
2,c293843e31b1cbc
1,c50d88ffd7fe
0,c46f44f91458
2,46f75c390a4a38d
0,7da82ead37a7
3,a44fb61a5a487b0
2,12ba73afe3989e1
0,f7a38906ef96
1,8c8192997dee
2,72f77ab69430b77
0,dc8dbb081ddf
2,7ef3af14ee49b04
0,b9749d4ca013
3,a999ecfdac3c42b
2,f0f029074292f12
0,7e9419167c14
1,1543adbf3e2b
1,dff8b233dafd
0,7b1969fab57a
3,a4cc97301d6a98d
1,dfeb5c1ba9b5
2,f62d2b9724c912b
2,193a9d10f045ff7
2,315d65aa6aa41d4
1,9f52cbb99cb1
2,b8e16c2343cfb40
0,d0d236fefc0c
0,33abcdc98b5a
3,81af6e2edc27155
0,45157900adae
1,758a245e5fc4
3,76fd5529dc1c847
1,c3383c1416c9
3,fecafc09e816863
3,6fb079eba2bc18e
2,0e310271c3155b3
1,d0745058948f
3,b2a0b3d5836a321
3,cf6b5a7e12d6e5f
0,99edca3a7abd
1,bc038bf797cb
0,f405119ab953
3,491366f6ac3400a
0,47eaf8e78d7e
0,04fe980ee792
0,e08a426675ae
0,1a031a41e13d
3,82a511fc6eaef5e
1,69a6e7211c5e
1,a8115bfceb1f
1,11a293cf21e4
2,c7b93b5fb97a667
0,141b1f3951ac
1,285288fc8562
2,52d9744eb19c601
1,5292d7c9b5cc
2,4b22b8b73e879b1
0,3f228c9ec0b9
2,e2bd669011e781f
3,ef26d5e9d6e701b
3,f0e22399d7b5735
2,2263ca869a573db
0,9c387db0d385
2,fdb24e8ce0b1756
2,e60bc093d260e52
2,21699554e14657d
2,a838bf68a040732
2,7577c21e5ac09c0
1,02995ae8bf0c
1,efeb000cceff
1,6fdd6205f66e
1,099a19ca379e
1,345f0ea87c66
3,2178ba242fdefcd
0,cff9fa08efe2
0,4fb59e03f5a5
2,486ff1934ff9e3e
1,c24553ec4c6f
2,4bf3fb42321f4d5
1,c55f160242ad
3,a5cc8cda07f3d64
0,103cff518f8c
3,85a19a59fbafcd1
0,71e7a1ac457b
2,ad211b7a53bba86
3,62c252782bd5400
3,6d9a83fbff41434
3,8dfcdf755fc35c1
2,15b4f8ccd72ffa2
3,3d90beaeeae4ef0
1,daa3621d9c11
1,f1497635c0cf
3,ec1de2b955b8fb6
2,9297867a3c6a4f5
2,e5276828e66b375
2,7f06d687bd8af1f
0,df241cead7a9
2,6fea090cc5fd1d0
2,2e12ddf9c702992
0,9b3390bf2f79
2,813ad328996c396
2,ee743de1be89e65
2,a0a024729d9f8cb
3,9aaec14e40f2e26
2,0282421addbefe9
1,4485ec1e2323
2,fbc0dd423eb433e
2,888231e3257efd1
1,04330275f0f2
3,a06349806683ac9
3,cf76510a4a29201
0,e4bf40d82997
1,68aecc2befdf
2,972e2ca9ea460c6
2,95ae99abe45a80f
1,f1c2dcc68f91
2,e269fa695de8a4e
1,0d14d270f12c
0,efac36800be8
3,29c70b1bfdbf7b5
0,d610db7f6517
0,9b10b10c88ae
1,7b77fd98f2dd
0,6430fbbb56b1
0,4b7a61244c4c
2,32f50a39ff9aeb2
1,4a7a4747df89
3,a6f1cfee71b2761
2,bac6c56149d281e
1,a7d78cd79fd6
3,5d6ebb4f1e91849
1,4c196ff727c5
0,c51c780ed039
1,c919d520828e
1,d3a930698a45
0,33a768dda884
1,ddc02d968b31
1,272482b7e925
2,b463cdcecba3897
2,7bbbe59c394eefb
2,371e02f07449883
0,815f44f133e5
0,d7a83e025577
2,d7f09ed07cbddf8
0,a3cef21219fc
2,d5042fafca374fb
1,0af834f12cff
2,7d37cd175346b32
3,bb3bc5a308cb17f
2,133fc01dc043436
1,9f9eca9c8a00
0,d39cb9e1270e
2,a50e9c7f43bec2b
1,e9096ca94403
2,38266c62289eb11
2,d34deb5085087ab
0,835f309149db
3,a381fdbcfe8dd37
1,b6f5b815147c
2,5fcb0dbe9e1352f
2,3c4cb13cfb9a452
0,3e8ec64f0c72
2,b388bb42df4acb3
0,96588da78012
2,33a87efd3252de4
0,e6872328da39
2,d6179cb831692c6
0,66a7a0fee3bb
3,c1227f2f290243a
2,aab6ffa397a8a58
1,68133fe973c5
2,52971bff25ff572
0,6190b3b6488e
0,f84218dde930
2,bb559d8fda64422
0,06286297a5e2
0,aaae80f5b04c
3,6725e7e207a3c68
2,4f108fde5fcbf23
2,cd9e292b72e8310
3,0e73649524beec3
3,7ed78d7c8c8fc43
2,4a94ca0a0eb315a
1,6a9d16158dfd
1,847aaad27534
1,e2bc5c841d3c
2,33dfdb92ca425ab
1,f8cfe8e08286
3,e40b1803850e168
0,8a30d462702a
1,1edebfce07cd
0,c97ec9638ec0
0,10a3c5f95f0a
0,26d5294461a4
0,370fbe7e1fe7
2,6bb5943665949b4
2,f97ee5a9b65f870
2,11c2ee3b3a08922
2,9b2c476a5ed6a3a
3,03beda310cd4351
2,966cff2b937d4a0
2,b7370930a7522da
2,af21e5ec093a145
1,db90c8fead2c
0,b6d8e975c7c1
1,718824da142a
0,7e6d0e93bb35
1,5f04831b0ae3
2,1fef664e612c284
3,026cf224ba3faa5
0,703b7ff59a6b
1,77bae3674fea
0,cd89b7d42f76
0,d8753aa455c7
3,e2b33cf9ca63744
2,6af2cdd83d86507
3,3b57eb7b451d4cf
0,78365544a84f
1,55fe153def7a
0,50d14d0249e0
3,70bbc6d14768a36
3,b93ae1cf007b12f
2,e01dca985f20674
2,cb945b8130b7280
1,c73734ea000b
1,b5cd8343cea6
2,95dd432a235e052
3,ff08d2deb6da004
0,e3e20c10c814
3,f401c9ffb610408
2,f720641b98d023f
2,250d992a958b5d6
3,b276d4ecf483893
1,597176ade136
3,37cedbd38d3f0d0
2,f2e22eca3049946
2,6591a2aec307b32
3,721b2f8ec14647a
0,8cc83b5f4f29
2,52315a0d3a4486f
2,4035391edcfbdb1
0,53e69469fe7f
2,739f9fcac7365c0
0,b3b01a7860b2
0,cd54c1553798
0,d1e7859df245
3,cc0181e28d2bc79
2,087d83f6851684d
3,bec0975d879c469
2,0072d14ef742c63
2,627d42e862dca2b
2,37a8c85a2130aa6
2,fe97a1f95b824c5
2,d1ff3236e0bca53
3,78fa03059a518f6
2,6797335272352bd
1,f4c549bdc71a
0,8cff5341844a
2,73964a39d9ef902
3,b6c5a57efa99d43
3,4dcefab3c4453db
1,58173a354bee
3,168c19e96bbc805
2,dd4e29f02b81b73
3,aa4aec99eddab56
0,9a11d0273ee3
2,281c2a4f4bd49df
1,a4858917e11f
1,4342c1efcfdf
3,be3f0e055836e4b
0,2a88c4acb6fa
0,c8708f113cd5
1,09eca33d7349
1,3d6139e25ff7
0,e8d8baaa130e
3,1b112a0eacc4a90
0,280952a8ed70
2,73c0b2b1ce7544d
2,d50f7d48e907526
3,ee0e16b4ff017b8
2,8d04680e4062408
0,b42c374c24c3
0,41bf976e734f
2,b5eea86deae794c
3,f49c3490943f8ab
0,f3c78582ff17
2,2fbb5509e0ce567
3,2dba74b52b2070d
0,3878f4a05df4
1,e8486d56ab8f
3,a7948c0368f16b9
2,cebb1fcbe6b15d0
1,8cd36f874217
0,be938c152cf9
2,d93f890bbc78301
0,5b9d9e3d10b6
1,e79cbcba0e83
0,835ab6b8266d
1,4d726b72d2e8
1,247e859f9dc6
0,70fcbca655b0
2,fa6f634b990c669
0,6c8daef1bf3a
2,8ff2d84b2f05f9c
1,ef5013b75735
0,b0f678f624c7
2,8c9d16e821c4073
3,ee26205248c4214
0,2c425151588f
3,868dea88b767f8b
2,50939bf533a4896
1,70d39bdf6b25
2,d4a60a2d7a5d590
0,ea6a6ac9fb73
1,cde8fb706c5d
0,e83b4dc4c4ef
2,9a9f6170f9d45f8
0,93022aa0e528
0,979386300203
1,5bbd699b07bd
0,ebd970e55929
0,b38c97cad1e5
3,fc7984f363a9b0b
0,8aee0c8c2a30
0,ae37293bdebe
2,809cfcb7d0890c5
1,41f1e6ed93c0
1,0586ccc80845
0,49708177fb15
0,021392480874
1,c176126e3166
0,dd72a803f2d5
3,a5a0d0bdcf34307
0,0a5879225be4
0,507f35f614bf
2,b72d6700d279e6e
3,a058a93863d0d25
2,f535c992ae4831b
0,f78dcf175e4d
1,45d12cdf734a
0,1bda7a9e14bb
3,66d4428d7db0f7d
0,5805bd263a3d
3,63e8740ec8c1e89
2,3f4a98fa91745c9
3,98b4c1f53d635e6
2,cec3e1f057634e3
2,521f01e983460ae
1,14a7709041ea
2,118ea93f984d270
3,65587bf7793f2b2
3,db589550e6431de
0,0e5ec41f484d
2,05c25f98ad6e852
2,388c9884f64af4e
3,70b62a238a166a6
2,6402d8801171ed2
3,e8c71e68cb03f4c
0,25e57cd76473
0,7023573ab9e8
3,c76c162427c4805
3,537ee6c3471f14e
3,0c7393f1d702fd6
3,da46c5d61d51608
2,3adcea9d21523b2
3,9be108278c3f104
1,3838d1d3aaeb
3,2c49e63e1d8c6ae
2,dd7f286f1ac26f1
3,76cb4c92a559c10
3,c4f374bc12e4122
2,c60dd5d7c219b54
2,922daf46167723b
1,56032eed02e7
1,ebcebbc1571a
2,5497992b4a5d047
0,5ec08df0f615
0,178b53af09fd
3,bd9a953352b5113
2,c0f32f05128461b
0,bac45c38940c
3,3f17313b6bfba4c
0,5ce6d08ace34
1,5332c00e1aa7
0,7b4e7c1ffe5e
2,2346b34bede327b
3,1b85eef4fae4516
1,1449a2fe0201
1,5d2ef3e3fe2b
3,bc0bd28c1ec7575
3,1830608550cc8ba
3,40029496cbd9028
3,ff04836a477ba59
0,ec9cd14e4122
3,1e272201a75b772
1,b0829e50c687
1,30987e043da5
0,4f0abbd499c5
0,0324d1c16887
2,940758e6ed5a9f5
2,c7108405e3d2e4b
1,18f3e453bb52
3,01201fc38c67f8b
3,0650c2e60f34c4b
1,42e4d7b873e8
2,371b9d3cb537ee2
2,761252e1b384a8c
1,36dbf7d1928b
1,8da750bab6e0
2,f764afa92ff2c41
0,4f687d33b5bb
3,a52f2c54463ac47
2,a11c8d7f685fe1c
1,273cb2c1867c
2,c8ce54d9625bf33
1,244981e9769a
3,1c1a8a9b2c37060
2,ee9f4f6c44418d3
0,6bfdb26c92cf
1,710ba4b3879c
3,05e13c085a7aa35
1,87338bdb2024
3,54e6157c90bcd04
0,e831ffe5b7b1
2,670ddff9413141f
0,5506f242da5d
0,cb972491cfc1
1,b34caabeb59f
1,1eaa3d5a9197
2,fe1590b7a3ade2a
0,152405aaa35b
2,3b2e273caa2afcc
2,c42559a62ed01b1
2,efa673afebab4d2
0,7f7bca86ad3b
0,f1601005da32
3,1ad06b58b9f5873
1,07461933923c
2,ea00bad0bb79e88
3,d03a58adb6567d6
2,fcca30512f5993f
0,e416290a433a
1,9055d44cd65c
2,cbd7e55884af430
2,474e625942593a4
2,b12020a6a9bd780
2,4a851ec101efdc5
2,b0bb988a29a13f1
2,eeca3c768511fc7
3,31685aea6883cfd
0,02c1faeadb91
1,ff92806baa40
1,9d84e4f0718e
2,766bde847b68a14
0,33672626098e
2,5915b7567aaec2a
1,5506bfb72d04
2,bc4f9547df10b7b
2,ef984fe6ade4de3
3,619f04705a9fa1c
1,ec0d5f818a69
3,6a31787fd399d84
3,ecd63e1c875373f
2,4100257edd273af
0,dcd861409e79
3,e0f84f41dbaeb62
1,aa297a30b6ff
3,45e6e2803eaad48
1,076f76e8a149
0,2eead88b933f
3,3d8751c61b3ff3f
0,0ab668bc1311
0,dbdd6c525a6d
2,5b3177b37c94ad9
3,909307dbda2a744
1,1462763c088d
0,bc4733fc6936
0,875e3466671a
2,335d9d014b37b0d
2,037850c0f117494
2,b15cdbb9391b487
1,d060a5a9161c
3,63fb9472674d2ff
1,92e2b886625d
1,be234a1b7983
0,f058c2ced65f
1,1ffce3d3e29c
2,e93233dcb959ec5
0,8df0a116e688
2,912e461dd1f9d1e
3,76c3618fbb1fc7a
2,2cd84c62929fd0f
1,1b4629273bba
0,1e49814969e0
0,6038b40539e0
2,5a5c4c2d97946ba
0,5902f43d6008
1,8abe04abba05
0,b2ccad732dd5
2,5877ad6a8faf7e5
3,76677dd60ed3548
2,fce80840f35f058
1,32f9c80d36e0
1,db3d34458d8d
0,01f7c0b3665f
3,7a53b0b87c7ac22
1,6752fc07450d
2,b60688514f0dabe
2,77331242f831e92
0,cea7ced8be93
2,512d33ea59e672d
1,b4eaccee7224
0,fa8062393160
0,055954c16b0d
2,d0fae6c296f0d66
0,72411c6207de
0,859a03264b82
0,9fb98eba65aa
0,3fcbf6a83aaf
3,2fec9525cc70393
0,ae06c5d95425
2,50f069c51603714
2,34e5a20f8eaefc9
2,1b4fd288c868f96
2,a6344ceddc23c99
1,42d4130fb9ae
3,f20642ed5d871c6
2,fb56965964c09e2
0,5e85d3c535bc
1,fcc0cc882d48
1,6678bb5c5b4d
1,f198bf1efd7f
2,8c168a3a1ad3e01
0,84c22fce8943
2,c0c48bfb8e398ff
2,a1a460594bc082c
2,bf83d18c7385803
3,dc0127d9d4c7a1d
3,991315a444c7212
2,2791b6090f8653f
1,07eda000b23c
2,210566e8c7ea9f2
2,9952c93e3e01e44
1,8a2f935ad7f7
0,1832d88019d0
1,359fef836cb6
1,115f6e1ef5ab
1,b531e9c52a2c
1,0077d7d02cd6
3,93556701a1a3f95
3,a896f2cb73fe69d
3,e3f011a83404fe7
2,92fa02734afc00a
3,1832cd34a2180ed
2,c0b30e5d016ef00
2,6f84edcc15aa962
3,98f3ef2414707f2
0,78efb97b4e1b
0,294e67a6688c
3,4dc278ab3b4a9c4
0,da93beacd572
2,5f6af9824442502
2,93a789a8a9f9373
3,a26f59f376f0196
1,339011dc14cd
0,cdfa726be8e2
2,a1c759e5c476328
1,2cc15a0aa840
0,fe4bfe518c05
3,052f64b732045f6
1,e9f24fa51a97
3,c79b443e08ed7f5
2,176bbd206d628a8
3,f262dd3b5922445
0,62915f5558b7
0,9e26f4ef6fc6
1,5f83c0a4adb4
1,9b8f8d285908
0,043668da94da
3,8efc797e2edcec8
3,9e9a834eb92969a
1,96e9d80bd8b4
1,dac411ca8cf1
2,228d364604709aa
3,56ee3888d0b3cdd
2,01b2ecc484d881b
2,293bfe187eb26c9
2,5003eebe9213398
1,57d804e9dc72
2,01e56c9dcea7511
2,9bc2dceae053cae
0,9683088688c3
2,01a524c13f2f0c6
0,94cc4bd2986e
3,fe27300a0c26bda
3,9a8ecede075cf41
3,fc5d18da723125a
2,111c435a9a9b298
1,7d51b33f64a9
3,aee377a8d82028e
0,64cae20aaf92
3,9e2a8dfc093ed2a
0,0c21a347c5c3
1,6d4f1486f3c7
0,b1cbf9a882a0
0,1c8b2ecb8ec1
3,a5d111b8873e754
2,1d0d59d12f913f3
0,df9cf38d74ad
1,9bc057c9aff5
2,a41aedbddde2f8e
0,b28e48bc39e7
1,4238b5b0d79f
0,5f698b6694fc
1,758eb9308231
2,6852523aa8805ea
0,df3444c232fb
3,dd9964f687f30f3
0,1b99e859e48e
0,a2597111153c
1,3f3fe19281e5
2,98fb79d4f0bd748
1,d490c5321905
1,4c3a1b9a7a2e
0,c482b9907d0e
2,70c5bcda0515f93
0,e142e5fa9e8a
0,30dee217c07d
0,d14531b96c2f
2,768c7c451dbe6ec
2,3359d570f7355ff
0,7cc52158357a
0,79768d8344a6
0,eaba5b28342d
0,bc55039d4937
3,a3dd3c8e33c760e
3,ccf9660b95c3e07
0,73c7196957c2
2,34faf6a7e427945
0,ea6ddcdc2217
2,fcba9a877f7b9be
0,371797c7119e
0,69605cf58107
3,8be7236b1bff816
3,01f8c4a9c45f344
0,8e745304ec46
2,938b902f3295a13
2,2385af3491e6963
1,dc2de2b09da6
3,db52f6adc581f51
0,afef9fe8ba02
3,5b1e5bf6376911f
2,bf93bd2e348f308
2,d8d78e5171861a5
1,8dfa563697ed
2,0a2001607fe4184
2,45e95380fdc4362
3,9efcf80764b00a9
0,f896b55c8fa0
0,6024d4b307fa
3,8e630e39365ff78
2,fbd226d0bd2ce4c
1,fe79979109a5
3,9f48842e505b801
2,2b411aefaa97ecd
0,fc09948ce24b
0,6873c329b8c3
2,6c3ecb6f553841f
2,3d444c326daaff0
0,96fd372eff66
0,3b1e6388e413
2,0763a6fd3fbf6d9
1,0d859d2add02
2,970ed4bdaaa2c7a
2,c2f38c669c5cc5d
3,69a5fa301cb486e
3,958a454b4cab746
1,fefbc0daa951
1,cc148fa4a846
2,839999712990851
2,c98bc7b82c55623
3,75748a5e1b3e90c
2,cabe1bbe80f1e23
0,aaf5010a4ec9
3,2f0e9db5e9daf1a
0,163585305f54
2,a39ce0f3b0e99b8
0,70afeb81beb2
0,1c152150c83a
2,33da0f785d33efe
2,135b0c40273b662
2,62703ea4adb4375
2,522f3cdd8bf0826
3,94bc51429257fdc
0,8dc74b06abf9
3,b402ea843f7dbbf
2,6b61dc89f8eab65
2,a8aea70a83b751d
1,08646d3a2a17
1,6086dec2c638
3,eebb406c5284eb7
3,37f432bf329700e
3,ac6d43581782f9b
1,e590db22b5d3
2,43d279f3c4d12cb
0,8f6c4faca71b
3,9ad6cd263aead49
0,ee550e5eac21
2,8e09968c49ce4b0
2,efa40d823712afd
0,e7b001e53190
2,a62482c2d4456fd
3,e506de2881b2904
1,4b786fba153c
0,81382088a70d
2,d81e73de99965e2
0,49b864e8a9c2
2,02f2cc2c5287b7c
2,b3a7deb1bd7f658
3,9776ef56f92dcdd
2,f0927172834ce33
3,45a05af81232ced
3,c09e0107acbf19a
1,7cc4fd844907
2,3b8eb53ab0fdd58
1,d7e7bb175a74
2,779ebba59bdb332
3,12cf8d040ad7857
1,78e0ef2457b3
3,56d293675feff99
2,25d3c689843a522
0,404fcf54559e
0,f389effcb6c0
0,baa7454a72af
0,ea2c657e432e
3,76b4dd17b6c70ad
3,194f097511ac78c
2,7be4c0054f7549c
1,53086081f220
2,9b0b65a34dda5b2
1,d47a101e18f2
2,c788200a9ca5370
0,20e92fdf2eb1
2,a63db42ab359d56
3,6d6a79cdf794754
0,c9e50c803bc1
3,9c5cc31dfd7f8ea
3,6a226ba61ee6a60
0,8a9d7306c647
2,f77ecbafbf64dfb
3,4ab3fdf4fef96e9
1,f11fd7ab325f
3,e730b343e299e25
0,e06584b027f1
3,96bef556739ff1b
2,e411795fc7b9b2b
2,463eda406519693
2,586fe6b15dce788
1,7a947f5d5009
0,a46a35eeec51
2,f559ba397424d41
3,72f2430efeaa504
2,d7e6acf08c1453a
2,09e5f9041980226
0,0e29d25edce1
3,7e46c56374d589e
0,24f507c0a27f
3,e564138f2c6a7f3
3,0b3d24d2d0de5d7
0,219af130efbc
